"",11676,98391
0919676022,9,10
0919688446,9,10
0919754163,9,10
0919783465,9,10
0919783759,9,10
0919783872,9,10
0919797466,9,10
0919845622,9,10
0919866212,9,10
0919872344,9,10
0919880088,9,10
091988802X,9,10
0919888313,9,10
0919890628,9,10
0919890873,9,10
0919891276,9,10
0919924034,9,10
0919926487,7,10
0919926746,9,10
0919934145,9,10
0919946097,9,10
0919946917,9,10
0919948294,9,10
0919948502,9,10
0919951309,9,10
0919959288,9,10
0919959415,9,10
0919964583,9,10
0919964729,9,10
0919964737,9,10
0919964834,9,10
0919964931,9,10
0919985246,9,10
0920053122,9,10
0920057861,9,10
0920057934,9,10
0920057977,9,10
0920059171,9,10
0920059821,9,10
0920079067,9,10
0920079423,9,10
092007944X,9,10
0920079555,9,10
0920079849,9,10
0920080685,9,10
0920080731,9,10
0920080898,9,10
092008091X,9,10
0920080936,9,10
0920109020,9,10
0920151035,9,10
0920151078,9,10
0920151108,9,10
0920151116,9,10
0920151175,9,10
0920151302,9,10
0920159869,9,10
0920197841,9,10
0920236162,9,10
0920236219,9,10
0920236227,9,10
0920236243,9,10
0920236251,9,10
0920236359,9,10
0920236367,9,10
0920236677,9,10
0920236774,9,10
0920236871,9,10
092023691X,9,10
0920236936,9,10
0920245781,9,10
0920256074,9,10
0920256368,7,10
0920259553,9,10
0920269028,9,10
092026932X,9,10
0920303110,9,10
0920303226,9,10
0920303331,9,10
092030351X,9,10
0920303536,9,10
0920303595,9,10
0920303676,9,10
0920303714,9,10
0920303722,9,10
0920303749,9,10
0920303986,9,10
0920304370,9,10
0920304575,9,10
0920361013,9,10
0920379079,9,10
092040300X,9,10
0920417213,9,10
0920426018,9,10
0920430066,9,10
0920459374,9,10
0920470246,9,10
0920470386,9,10
0920470424,9,10
0920470483,9,10
0920474500,9,10
0920490530,9,10
0920501168,9,10
0920501648,9,10
0920501923,9,10
0920510450,9,10
0920510647,9,10
0920534376,9,10
0920541941,9,10
0920544843,9,10
0920544851,9,10
0920544894,9,10
0920544924,9,10
0920576443,9,10
0920576451,9,10
0920576486,9,10
0920576613,9,10
0920576621,9,10
0920620213,9,10
0920620280,9,10
0920620329,9,10
0920633153,9,10
0920633471,9,10
0920633579,9,10
0920633625,9,10
0920633633,9,10
0920633641,9,10
0920633684,9,10
0920656080,9,10
0920656102,9,10
0920656145,9,10
0920656196,9,10
0920656242,9,10
0920656269,9,10
0920656307,9,10
0920656331,9,10
0920656404,9,10
0920656455,9,10
0920656668,9,10
0920656714,9,10
0920656749,9,10
0920656803,9,10
0920656854,9,10
0920656897,9,10
0920656919,9,10
0920656943,9,10
0920663079,9,10
0920663249,9,10
092066332X,9,10
0920663796,9,10
0920668364,9,10
0920668372,9,10
0920668429,9,10
0920668496,9,10
0920668682,9,10
0920668739,9,10
0920668887,9,10
0920696007,9,10
0920698026,9,10
0920717772,9,10
0920763987,9,10
0920775241,9,10
092077525X,9,10
0920775284,9,10
0920775500,9,10
0920775527,9,10
0920775551,9,10
0920775845,9,10
0920792332,9,10
0920792596,9,10
092079288X,9,10
0920806236,9,10
0920846025,9,10
0920852114,9,10
0920852130,9,10
0920852327,9,10
0920852386,9,10
0920852491,9,10
0920852807,9,10
0920852904,9,10
0920897010,9,10
0920897096,9,10
0920897118,9,10
0920897134,9,10
0920897274,9,10
0920897290,9,10
0920897495,9,10
0920897517,9,10
0920897533,9,10
092089755X,9,10
0920897568,9,10
0920897746,9,10
0920897886,9,10
0920905609,9,10
0920911005,9,10
0920911021,9,10
0920940382,9,10
0920953239,9,10
0920953255,9,10
0920953336,9,10
0920953514,9,10
0920953638,4,10
0920953700,9,10
0920953719,9,10
0920953786,9,10
0920953964,9,10
0920985246,9,10
0920999123,9,10
092099914X,9,10
0921009186,9,10
0921051700,9,10
0921051743,9,10
0921051875,9,10
0921054963,9,10
092105498X,9,10
0921054998,9,10
0921061153,9,10
0921061773,9,10
0921102755,9,10
0921102887,9,10
092110300X,9,10
0921103131,9,10
0921103603,9,10
0921149107,9,10
0921149611,9,10
0921149654,9,10
0921149921,9,10
0921149980,9,10
0921165242,9,10
0921202008,9,10
0921215991,9,10
0921217854,9,10
0921252196,9,10
0921284098,9,10
0921284330,9,10
0921285027,9,10
0921285043,9,10
0921285094,9,10
0921285205,9,10
0921285299,9,10
0921285302,9,10
0921332246,9,10
0921335067,9,10
0921335342,9,10
0921368615,9,10
0921368836,9,10
0921396201,9,10
0921411642,9,10
0921516045,9,10
0921556039,9,10
0921556047,9,10
0921556233,9,10
0921556667,9,10
0921556683,9,10
0921576005,9,10
0921586396,9,10
0921586442,9,10
0921586787,9,10
0921586817,9,10
0921586825,9,10
092158685X,9,10
0921586906,9,10
0921586914,9,10
0921586949,9,10
092162767X,9,10
0921627998,9,10
0921689780,9,10
0921714289,9,10
0921714483,9,10
0921714645,9,10
0921714785,9,10
0921820119,9,10
0921820216,9,10
0921820232,9,10
0921820453,10,10
0921820496,9,10
0921820577,9,10
0921820879,9,10
0921827113,9,10
0921827512,9,10
092183313X,9,10
0921833415,9,10
0921833547,9,10
092183392X,9,10
0921842279,9,10
0921842538,9,10
0921842562,9,10
0921870434,9,10
0921870639,9,10
092187068X,9,10
0921870728,9,10
0921870825,9,10
0921872011,9,10
0921881045,9,10
0921881053,9,10
0921912463,9,10
0921912471,9,10
0921912587,9,10
0921912730,9,10
0921912773,9,10
0921912951,9,10
0921912978,9,10
0921912986,9,10
0921957025,9,10
0921980027,9,10
0922066019,9,10
0922066140,9,10
0922066191,9,10
0922066337,9,10
0922066388,9,10
0922066426,9,10
0922066434,9,10
0922066728,9,10
0922066779,9,10
0922233012,9,10
0922233179,9,10
0922233209,9,10
0922233217,9,10
0922233225,9,10
0922233233,9,10
0922233241,9,10
0922433356,9,10
0922433518,9,10
0922658110,9,10
0922705127,9,10
0922705380,9,10
0922705399,9,10
0922705437,9,10
0922705992,9,10
0922729263,9,10
0922729352,9,10
0922729379,9,10
0922729387,9,10
0922729433,9,10
0922729484,9,10
0922729611,9,10
0922729778,9,10
0922769001,9,10
0922769389,9,10
0922811180,9,10
0922811199,9,10
0922811237,9,10
0922820007,9,10
0922820074,9,10
0922890145,9,10
0922890293,9,10
0922890935,9,10
0922914273,9,10
0922915008,9,10
0922915040,9,10
0922915113,9,10
0922915121,9,10
0922915199,9,10
0922915245,9,10
0922915288,9,10
0922915296,9,10
0922915377,9,10
0922915407,9,10
0922915423,9,10
0922915490,9,10
0922915555,9,10
0922915563,9,10
0922915636,9,10
0922915652,9,10
0922915660,9,10
0922915709,9,10
0922915717,9,10
0922915725,9,10
0922915776,9,10
0923000003,9,10
0923059008,9,10
0923280014,9,10
0923417125,9,10
0923521143,9,10
0923521534,9,10
0923568026,9,10
0923568123,9,10
0923568220,9,10
0923628649,9,10
0923687289,9,10
0923713123,9,10
0923756051,9,10
0923808019,9,10
0924067004,9,10
0924171553,9,10
0924483296,9,10
0924483539,9,10
092448361X,9,10
0924483830,9,10
0924486236,9,10
0924486317,9,10
0924486635,9,10
0924486732,9,10
0924486791,9,10
0924486848,9,10
0924486953,9,10
0924771720,9,10
0924772182,9,10
092505206X,9,10
0925065145,9,10
092506565X,9,10
0925117447,9,10
0925117455,9,10
0925117676,9,10
0925190500,9,10
0925279730,9,10
0925480533,9,10
0925591173,9,10
0925794104,9,10
0925794147,9,10
0926055003,9,10
0926412124,9,10
0926524097,9,10
0926842595,9,10
092717605X,9,10
0927534428,9,10
092753455X,9,10
0927534819,9,10
0927545055,9,10
0927545101,9,10
0927545373,9,10
0927545403,9,10
0927545462,9,10
0927545608,9,10
0927545705,9,10
092754587X,9,10
0927629089,9,10
0927629135,9,10
0927839245,9,10
0927920093,9,10
0927978121,9,10
0927978199,9,10
0929005058,9,10
0929005104,9,10
0929005163,9,10
0929005252,9,10
0929005287,9,10
0929005406,9,10
0929005414,9,10
0929005759,9,10
0929041003,9,10
0929046021,9,10
092906612X,9,10
0929071506,9,10
0929091353,9,10
0929093054,9,10
0929093070,9,10
0929093097,9,10
0929093100,9,10
0929097017,9,10
0929099028,9,10
0929141091,9,10
0929141628,9,10
0929141652,9,10
0929141741,9,10
0929141784,9,10
0929141814,9,10
0929141946,9,10
0929141954,9,10
0929162005,9,10
0929162110,9,10
0929173139,9,10
0929173163,9,10
0929173252,9,10
0929218604,9,10
0929239172,9,10
0929239571,9,10
0929239644,9,10
0929239997,9,10
092926102X,9,10
0929261038,9,10
0929261313,9,10
0929261518,9,10
0929264215,9,10
0929264258,9,10
0929264266,9,10
0929264312,9,10
0929264428,9,10
0929264576,9,10
0929264606,9,10
0929264843,9,10
0929268148,9,10
0929268180,9,10
0929274180,9,10
0929274237,9,10
092927959X,9,10
0929279859,9,10
092927993X,9,10
0929283066,9,10
0929292022,9,10
0929292537,9,10
0929320123,9,10
0929365011,9,10
0929371267,9,10
0929384032,9,10
0929384040,9,10
0929385225,9,10
0929385551,9,10
0929385578,9,10
0929387171,9,10
0929387341,9,10
0929387503,9,10
0929387619,9,10
0929387759,9,10
0929398041,9,10
0929398157,9,10
0929398394,9,10
0929398866,9,10
0929408039,9,10
0929435389,9,10
0929448103,9,10
0929448138,9,10
0929480317,9,10
0929480384,9,10
0929480678,9,10
0929480848,9,10
0929488008,9,10
0929488024,9,10
0929500466,9,10
0929523288,9,10
0929526716,9,10
0929543211,9,10
0929543629,9,10
0929551249,9,10
0929583000,9,10
0929587081,9,10
092958712X,9,10
0929587227,9,10
0929587340,9,10
0929587650,9,10
0929587782,9,10
0929587812,9,10
0929587855,9,10
0929589017,9,10
0929605004,9,10
0929605012,9,10
0929605063,9,10
0929605136,9,10
0929605144,9,10
0929605179,9,10
092960539X,9,10
092960556X,9,10
0929605578,9,10
0929605594,9,10
0929605756,9,10
0929608135,9,10
0929608178,9,10
0929608259,9,10
0929608291,9,10
0929608313,9,10
0929608623,9,10
092960864X,9,10
0929608895,9,10
092960895X,9,10
0929608968,9,10
0929631552,9,10
0929632109,9,10
0929634063,9,10
092963408X,9,10
092963621X,9,10
092963702X,9,10
0929638298,9,10
0929643062,9,10
0929643070,9,10
0929650948,9,10
0929654013,9,10
0929654374,9,10
0929654668,9,10
0929661036,9,10
0929661117,9,10
0929661192,9,10
0929690052,9,10
0929701178,9,10
092970133X,9,10
0929701364,9,10
0929701712,9,10
092971217X,9,10
0929712366,9,10
0929712501,9,10
0929714008,9,10
0929714016,9,10
0929714024,9,10
0929714032,9,10
0929765095,9,10
0929793013,9,10
0929822005,9,10
0929843312,9,10
0929881273,9,10
0929895045,9,10
092989507X,9,10
0929895088,9,10
0929895258,9,10
0929895282,9,10
0929923073,9,10
0929923103,9,10
0929923170,9,10
092992326X,9,10
0929923413,9,10
0929923510,9,10
0929923901,9,10
0929923952,9,10
0929923960,9,10
0929975200,9,10
0929980085,9,10
0929987268,9,10
0930014138,9,10
0930014197,9,10
0930014251,9,10
0930014375,9,10
0930014464,9,10
0930014898,9,10
0930014952,9,10
0930031008,9,10
0930031024,9,10
0930031067,9,10
0930031091,9,10
0930031113,9,10
0930031229,9,10
0930031326,9,10
0930031571,9,10
0930031636,9,10
0930031644,9,10
0930031687,9,10
0930031717,9,10
0930031741,9,10
093003175X,9,10
0930031938,9,10
0930031970,9,10
0930044002,9,10
0930044010,9,10
0930044177,9,10
0930044266,9,10
0930044282,9,10
0930044312,9,10
0930044347,9,10
0930044436,9,10
0930044444,9,10
0930044452,9,10
0930044495,9,10
0930044509,9,10
0930044517,9,10
093004455X,9,10
0930044568,9,10
0930044576,9,10
0930044622,9,10
0930044665,9,10
0930044681,9,10
093004469X,9,10
093004469x,9,10
0930044738,9,10
0930044762,9,10
0930044797,9,10
0930044800,9,10
0930044819,9,10
093004486X,9,10
0930044878,9,10
0930044924,9,10
0930045092,9,10
0930073193,9,10
0930079019,9,10
0930096223,9,10
0930100174,9,10
093010028X,9,10
0930100298,9,10
0930100506,9,10
0930100638,9,10
0930100980,9,10
0930117018,9,10
0930180127,9,10
093019313X,9,10
0930193253,9,10
0930193318,9,10
0930193334,9,10
0930193407,9,10
093019344X,9,10
0930193636,9,10
0930193644,9,10
0930193792,9,10
0930193814,9,10
093022289X,9,10
0930242033,9,10
0930248058,9,10
0930256077,9,10
0930265610,9,10
0930267079,9,10
0930279123,9,10
0930289137,9,10
0930289218,9,10
0930289226,9,10
0930289234,9,10
0930289285,9,10
0930289382,9,10
0930289447,9,10
0930289455,9,10
0930289528,9,10
0930289544,9,10
0930289552,9,10
0930289560,9,10
0930289595,9,10
0930289722,9,10
0930289870,9,10
0930298004,9,10
0930298071,9,10
0930302796,9,10
0930313062,9,10
0930323114,9,10
0930323149,9,10
0930323343,9,10
0930323491,9,10
0930323750,9,10
0930323998,7,10
0930328078,9,10
0930328086,9,10
0930328116,9,10
093032854X,9,10
0930328620,9,10
0930328663,9,10
0930328787,9,10
0930328930,9,10
093033003X,9,10
0930330129,9,10
0930330226,9,10
0930330234,9,10
0930330242,9,10
0930330269,9,10
0930330285,9,10
0930330331,9,10
0930330366,9,10
0930330374,9,10
0930330390,9,10
0930330439,9,10
0930330463,9,10
0930330471,6,10
093033051X,9,10
0930330552,9,10
0930330560,9,10
0930330579,9,10
0930330587,9,10
0930330617,9,10
0930330625,9,10
0930330641,9,10
093033065X,9,10
0930330668,9,10
0930330684,9,10
0930330706,9,10
0930330773,9,10
093033082X,9,10
0930330846,9,10
0930330854,9,10
0930330862,9,10
0930330889,9,10
0930330897,9,10
0930330927,9,10
0930345037,9,10
0930350820,9,10
0930364007,9,10
0930368940,9,10
0930377001,9,10
0930395115,9,10
0930395123,9,10
0930407032,9,10
0930407407,9,10
0930410416,9,10
0930410904,9,10
0930410912,9,10
0930422341,9,10
0930435168,9,10
0930435699,9,10
0930435885,9,10
0930436024,9,10
0930436040,9,10
0930436059,9,10
0930436105,9,10
0930436121,9,10
0930439236,9,10
0930440056,9,10
0930440110,9,10
0930440323,9,10
0930452496,9,10
093045250X,9,10
0930452798,9,10
0930452895,9,10
0930452933,9,10
0930462106,9,10
0930467949,9,10
0930467957,9,10
0930487206,9,10
0930492072,9,10
093049248X,9,10
0930507045,9,10
0930523040,9,10
093052313X,9,10
0930523601,9,10
0930523814,9,10
0930523903,9,10
0930528050,9,10
0930588215,9,10
093058838X,9,10
0930588479,9,10
0930588770,9,10
0930588827,9,10
0930588886,9,10
0930603001,9,10
0930603044,9,10
0930603451,9,10
0930603486,9,10
0930625285,9,10
0930625633,9,10
0930625765,9,10
093062582X,9,10
0930625935,9,10
0930693027,9,10
0930706110,9,10
0930741471,9,10
0930748093,9,10
0930753054,9,10
0930764064,9,10
0930764196,9,10
0930773284,9,10
0930773470,9,10
093077356X,9,10
0930872037,9,10
0930872304,9,10
0930878132,9,10
0930878205,9,10
0930878256,9,10
0930878450,9,10
093089250X,9,10
0930926269,9,10
093093430X,9,10
0930934695,9,10
0930948068,9,10
0931050448,9,10
0931055520,9,10
0931055660,9,10
093105575X,9,10
0931055881,9,10
0931055989,9,10
0931064392,9,10
0931089026,9,10
093108962X,9,10
0931089956,9,10
0931104505,9,10
0931106206,9,10
0931122422,9,10
0931122457,9,10
0931122562,9,10
0931122651,9,10
0931122740,9,10
0931125022,9,10
0931128021,9,10
093113708X,9,10
0931141419,9,10
0931144256,9,10
0931188016,9,10
0931188180,9,10
0931188237,9,10
0931188245,9,10
0931188288,9,10
093118830X,9,10
0931188342,9,10
0931188377,9,10
0931188385,9,10
0931188431,9,10
0931188458,9,10
0931188520,9,10
0931188571,9,10
0931188598,9,10
0931188601,9,10
0931188628,9,10
0931188636,9,10
0931188644,9,10
0931188725,9,10
0931188741,9,10
0931188806,9,10
0931188822,8,10
0931188830,9,10
0931188911,9,10
0931250242,9,10
0931253004,9,10
0931269016,9,10
0931271096,9,10
0931271134,9,10
0931271169,9,10
0931271177,9,10
0931271568,9,10
0931271576,7,10
0931297001,9,10
0931317347,9,10
0931328020,9,10
0931349001,9,10
0931367131,9,10
0931368170,9,10
0931378028,9,10
093141105X,9,10
0931411092,9,10
0931411173,9,10
0931411181,9,10
093141119X,8,10
0931411246,9,10
0931432022,9,10
093143209X,9,10
0931432138,9,10
0931432146,9,10
0931432219,9,10
0931432529,9,10
093143260X,9,10
0931432677,9,10
0931432685,9,10
0931432693,9,10
0931432707,9,10
0931432723,9,10
0931432782,9,10
0931432812,9,10
0931432820,9,10
0931432863,9,10
0931432898,9,10
0931432901,9,10
0931445167,9,10
0931454379,9,10
0931454999,9,10
0931503027,9,10
0931503051,9,10
0931510805,9,10
0931515009,9,10
0931529301,9,10
0931529484,9,10
093152976X,9,10
0931529972,9,10
093158003X,9,10
0931580080,9,10
0931580102,9,10
093158020X,9,10
0931580242,9,10
0931580250,9,10
0931580366,9,10
0931580390,9,10
0931580412,9,10
0931580420,9,10
0931580439,9,10
0931580455,9,10
0931580501,9,10
0931580528,9,10
0931580536,9,10
0931580560,9,10
0931580579,9,10
0931580587,9,10
0931580617,9,10
0931580633,9,10
0931580641,9,10
0931580706,9,10
0931580781,9,10
093158079X,9,10
0931580811,9,10
0931580900,9,10
093158096X,9,10
0931580978,9,10
0931659051,10,10
0931674042,9,10
0931674085,9,10
0931674328,9,10
0931674409,9,10
0931688108,9,10
0931714877,9,10
0931719003,9,10
0931719011,9,10
0931719038,4,10
0931722179,9,10
0931742080,9,10
0931742137,9,10
0931773032,9,10
0931773091,9,10
0931773261,9,10
0931773288,9,10
0931773326,9,10
0931773504,9,10
0931773547,9,10
0931773555,9,10
0931773571,9,10
093177358X,9,10
0931773652,9,10
0931773792,9,10
0931779073,9,10
0931783070,9,10
0931787483,9,10
0931787580,9,10
0931790425,9,10
0931832608,9,10
0931845688,9,10
0931846390,9,10
0931866111,9,10
0931866170,9,10
0931866421,9,10
0931866596,9,10
0931892104,9,10
0931892864,9,10
0931917182,9,10
0931933129,9,10
0931933277,9,10
0931933331,9,10
0931933749,9,10
0931948002,9,10
0931948053,9,10
093194810X,9,10
0931948118,9,10
0931948142,9,10
093194824X,9,10
0931948320,9,10
093194838X,9,10
0931948606,9,10
0931948665,9,10
0931948770,9,10
0931948797,9,10
0931948851,9,10
0931948878,9,10
0931948932,9,10
0931961114,9,10
0931961351,9,10
0931961416,9,10
0931969182,9,10
0931969190,9,10
0931969417,10,10
0931988217,9,10
0931988462,9,10
0931988659,9,10
0931993059,9,10
0931993083,9,10
0931993180,9,10
0931993210,9,10
0931993288,9,10
0931993296,9,10
0931993393,9,10
0931993458,9,10
0931993717,9,10
0931993989,9,10
0931993997,9,10
0932012213,9,10
0932012256,9,10
0932040276,9,10
0932040365,9,10
0932050417,9,10
0932050425,9,10
0932081193,9,10
0932081266,9,10
0932081673,9,10
0932085253,9,10
0932085679,9,10
0932086039,9,10
0932086330,9,10
093209001X,9,10
0932090117,9,10
0932096077,9,10
0932096093,9,10
093209631X,9,10
0932102115,9,10
0932104045,9,10
093211220X,9,10
0932112293,9,10
0932130097,9,10
0932156045,9,10
093219415X,9,10
0932194257,9,10
0932194265,9,10
0932194273,9,10
0932194338,9,10
0932194362,9,10
0932194397,9,10
0932194400,9,10
0932194451,9,10
0932194532,9,10
0932194540,9,10
0932194559,9,10
0932194575,9,10
0932194826,9,10
0932194869,9,10
0932194877,9,10
0932212239,9,10
0932212921,9,10
0932212980,9,10
0932215009,9,10
0932215211,9,10
0932216358,9,10
0932216420,9,10
0932232000,9,10
0932238017,9,10
0932238327,9,10
0932255035,9,10
0932279015,9,10
093229409X,9,10
0932294197,9,10
0932298435,9,10
0932298737,9,10
0932305857,9,10
0932305865,9,10
0932305938,9,10
0932334679,9,10
093237607X,9,10
093237641X,9,10
0932379028,9,10
0932379060,9,10
0932379176,9,10
0932379257,9,10
0932379338,9,10
0932379370,9,10
0932379397,9,10
0932379419,9,10
0932379435,9,10
0932379451,9,10
0932379478,9,10
0932379516,9,10
0932379524,9,10
0932379559,9,10
0932379613,9,10
0932379745,9,10
0932379796,9,10
0932379869,9,10
0932379885,9,10
093237994X,9,10
0932379958,9,10
0932379966,9,10
0932379982,9,10
0932433219,9,10
0932440568,9,10
0932440681,9,10
0932445063,9,10
0932445144,9,10
0932445217,9,10
0932445330,9,10
0932445519,9,10
0932458025,9,10
093245836X,9,10
0932482503,9,10
0932499058,9,10
0932499155,9,10
093249952X,9,10
0932499589,9,10
0932499600,9,10
0932506100,9,10
0932506879,9,10
0932511546,9,10
0932513182,9,10
093253807X,9,10
0932538088,9,10
0932551009,9,10
0932551211,9,10
093255802X,9,10
0932558097,9,10
0932558216,9,10
0932575056,9,10
0932576222,9,10
0932581196,9,10
0932581625,9,10
0932592007,9,10
0932592058,9,10
0932592066,9,10
0932592104,9,10
0932592120,9,10
0932592139,9,10
0932592147,9,10
0932592155,9,10
0932592163,9,10
0932592198,9,10
0932592228,9,10
0932592236,9,10
0932592252,9,10
0932592260,9,10
0932592309,9,10
0932592694,9,10
0932592708,9,10
0932620159,9,10
0932620353,9,10
0932620361,9,10
0932633099,9,10
0932633390,9,10
0932633439,9,10
0932653251,5,10
0932653413,9,10
0932653456,9,10
0932653472,9,10
0932654088,9,10
0932664563,9,10
0932664814,9,10
0932666000,9,10
0932666426,9,10
0932705014,9,10
0932707173,9,10
0932716350,9,10
0932727646,9,10
0932727891,9,10
093274110X,9,10
0932760007,9,10
093276584X,9,10
0932767079,9,10
093279601X,9,10
0932796990,9,10
0932807550,9,10
0932807887,9,10
0932813186,9,10
0932813372,9,10
0932813429,9,10
0932813453,9,10
0932813542,9,10
0932813720,9,10
0932813747,9,10
0932813860,9,10
0932813992,9,10
0932814026,9,10
0932826466,9,10
0932828345,9,10
0932845010,9,10
0932855024,9,10
0932855210,9,10
0932857108,9,10
0932859003,9,10
0932870015,9,10
0932870066,9,10
0932870120,9,10
0932870171,9,10
093287021X,9,10
0932870228,9,10
0932870260,9,10
0932870287,9,10
0932870414,9,10
0932870481,9,10
0932870554,9,10
0932870562,9,10
0932870589,9,10
0932870600,9,10
0932870619,9,10
0932870627,9,10
0932870686,9,10
0932870740,9,10
0932870791,9,10
0932870821,9,10
0932870953,9,10
0932870961,9,10
0932895069,9,10
0932944248,9,10
0932944523,9,10
0932944809,9,10
0932945430,9,10
0932956017,9,10
0932956084,9,10
0932956114,9,10
0932966438,9,10
0932966772,9,10
0932966926,9,10
0932966969,9,10
0932986102,9,10
0933029225,9,10
0933029349,9,10
0933029411,9,10
0933031033,9,10
0933031106,9,10
0933031157,9,10
093303119X,9,10
0933031246,9,10
0933031343,9,10
0933031386,9,10
0933031688,9,10
0933031831,9,10
0933031971,9,10
0933038038,9,10
0933050100,9,10
093305016X,9,10
0933050194,9,10
0933071027,9,10
0933071159,9,10
0933071167,9,10
0933087535,9,10
0933087853,9,10
0933095007,9,10
0933121199,9,10
0933121245,9,10
0933121296,9,10
0933121385,9,10
0933121539,9,10
0933124007,9,10
093312628X,9,10
0933134819,9,10
0933149166,9,10
0933149492,9,10
0933149638,9,10
0933149697,9,10
0933174659,9,10
093317487X,9,10
093317490X,9,10
0933201141,9,10
0933201222,9,10
093320132X,9,10
0933201559,9,10
0933201575,9,10
0933201656,9,10
0933215142,9,10
0933216130,9,10
0933216173,9,10
0933216238,9,10
0933216246,9,10
0933216297,9,10
0933216637,9,10
0933216718,9,10
0933216777,9,10
0933216785,9,10
0933216882,9,10
0933216947,9,10
0933216963,9,10
0933216998,9,10
0933256035,9,10
0933256078,9,10
0933256256,9,10
0933256671,9,10
0933256914,9,10
0933264003,9,10
0933269021,9,10
0933269056,9,10
0933271034,9,10
0933277083,9,10
0933277148,9,10
0933277261,9,10
0933278039,9,10
0933278047,9,10
0933280823,9,10
0933286473,9,10
0933286481,9,10
0933328133,9,10
0933328214,9,10
0933328575,9,10
0933341709,9,10
0933346948,9,10
0933368070,9,10
0933377207,9,10
0933377215,9,10
0933377290,9,10
0933377339,9,10
0933377363,9,10
0933377401,9,10
0933377444,9,10
0933377460,9,10
0933387024,9,10
0933388454,9,10
0933419252,9,10
0933429045,9,10
0933450001,9,10
0933451016,9,10
0933451156,9,10
0933469152,9,10
0933469209,9,10
0933469268,9,10
0933472013,9,10
0933472218,9,10
0933472900,9,10
0933478062,9,10
093347816X,9,10
0933478178,9,10
0933478208,9,10
0933478224,9,10
0933478240,9,10
0933488327,9,10
093350330X,9,10
0933532407,9,10
0933532709,9,10
0933553005,9,10
0933553072,9,10
0933585020,9,10
0933585055,9,10
0933585071,9,10
0933585136,9,10
0933598173,9,10
0933598491,9,10
0933614098,9,10
0933635303,9,10
0933635389,9,10
0933635400,9,10
0933635486,9,10
0933635516,9,10
0933635524,9,10
0933635532,9,10
0933635559,9,10
0933635613,9,10
0933635621,9,10
093363563X,9,10
0933635648,9,10
0933635672,9,10
0933635699,9,10
0933635710,9,10
0933635745,9,10
093363577X,9,10
0933635834,9,10
0933635842,9,10
0933635869,9,10
0933635877,9,10
0933635885,9,10
0933635915,9,10
0933635966,9,10
0933638094,9,10
0933638132,9,10
0933662599,9,10
0933662858,9,10
093366298X,9,10
093367001X,9,10
0933670079,9,10
0933685165,9,10
0933716168,9,10
0933716648,9,10
0933717016,9,10
0933717105,9,10
093371713X,9,10
0933724004,9,10
0933751052,9,10
0933756097,9,10
0933826230,9,10
0933826834,9,10
0933833571,9,10
0933840322,9,10
0933849605,9,10
0933849621,9,10
0933852789,9,10
0933855079,9,10
0933856717,9,10
0933856784,9,10
0933884184,9,10
0933884540,9,10
0933893353,9,10
0933893647,9,10
0933893795,9,10
093389399X,9,10
093393114X,9,10
0933932669,9,10
0933944047,9,10
093394411X,9,10
0933989016,9,10
0933994184,9,10
0933999658,9,10
0933999690,9,10
0933999992,9,10
0934007020,9,10
0934026807,9,10
0934026971,9,10
0934034184,9,10
0934034222,9,10
0934047049,9,10
0934070199,9,10
0934081034,9,10
0934081093,9,10
0934081107,9,10
0934081158,9,10
0934081174,9,10
0934125015,9,10
0934134316,9,10
0934134464,9,10
0934136300,9,10
0934136378,9,10
0934136513,9,10
0934140642,9,10
0934148058,9,10
0934174024,9,10
0934184186,9,10
0934211248,9,10
0934211426,9,10
0934211477,9,10
0934232067,9,10
0934252238,9,10
0934252440,9,10
0934252637,9,10
093425267X,9,10
0934252793,9,10
0934252807,8,10
0934257345,9,10
0934257493,9,10
0934257507,9,10
093425754X,9,10
0934257736,9,10
0934260680,9,10
0934294615,9,10
0934318468,9,10
0934323003,9,10
0934323011,9,10
0934323038,9,10
0934323062,9,10
0934323097,9,10
0934323119,9,10
0934323127,9,10
0934323135,9,10
0934323216,9,10
0934323232,9,10
0934323240,9,10
0934323399,9,10
0934327009,9,10
0934333378,9,10
0934342040,9,10
0934395039,9,10
093439508X,9,10
0934395454,9,10
0934395489,9,10
0934395500,9,10
0934395691,9,10
093439573X,9,10
0934395764,9,10
0934395772,9,10
0934395942,9,10
0934411069,7,10
0934411093,9,10
0934411166,9,10
0934411255,9,10
0934411301,9,10
0934411344,9,10
0934411360,9,10
0934411514,9,10
0934418624,9,10
0934426791,9,10
0934426880,9,10
0934426910,9,10
0934426953,9,10
0934468435,9,10
0934540055,9,10
0934558000,9,10
0934593663,9,10
0934593671,9,10
093459368X,9,10
0934593698,9,10
0934601038,9,10
0934601046,9,10
0934601070,9,10
0934601097,9,10
0934601194,9,10
0934601445,9,10
093460147X,9,10
0934601542,9,10
0934601585,9,10
0934601712,9,10
0934601844,9,10
0934601941,9,10
0934601976,9,10
0934605750,9,10
0934641560,9,10
0934641641,9,10
0934641773,9,10
0934666016,9,10
0934672032,9,10
0934672180,9,10
0934672199,9,10
0934672210,9,10
0934672342,9,10
0934672415,9,10
0934672423,9,10
093467244X,9,10
093467261X,9,10
0934672660,9,10
0934672695,9,10
0934672776,9,10
0934674280,9,10
0934678200,9,10
0934678243,9,10
0934678316,9,10
